2022-05-09 14:51:13.775738 CLASS: MAIN, METHOD: main() LOG: asistente
2022-05-11 15:04:37.798890 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:04:37.802533 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:04:37.805408 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:04:37.808449 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:04:37.811430 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:04:37.814200 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:04:37.817711 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:04:37.820702 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:05:37.884970 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:05:38.050330 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:05:38.053921 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:05:38.056993 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:05:38.060090 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:05:38.063301 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:05:38.066591 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:05:38.069640 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:05:38.072451 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:06:38.134042 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:06:38.290363 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:06:38.294000 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:06:38.296945 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:06:38.300068 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:06:38.303406 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:06:38.306297 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:06:38.309005 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:06:38.311769 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:07:38.374733 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:07:38.531958 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:07:38.535572 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:07:38.538594 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:07:38.541754 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:07:38.544760 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:07:38.547551 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:07:38.550353 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:07:38.553630 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:08:38.616958 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:08:38.749663 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:08:38.753159 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:08:38.756116 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:08:38.759830 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:08:38.762948 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:08:38.765814 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:08:38.768867 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:08:38.771674 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:09:38.833950 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:09:39.019262 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:09:39.022841 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:09:39.025876 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:09:39.028924 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:09:39.031895 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:09:39.034889 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:09:39.037707 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:09:39.040888 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:10:39.104092 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:10:39.257126 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:10:39.260632 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:10:39.263767 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:10:39.267017 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:10:39.269870 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:10:39.272941 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:10:39.275962 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:10:39.279095 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:11:39.344651 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:11:39.499363 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:11:39.502961 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:11:39.506012 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:11:39.509135 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:11:39.512350 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:11:39.515444 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:11:39.518496 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:11:39.521308 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:12:39.584035 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:12:39.751694 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:12:39.755181 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:12:39.758862 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:12:39.762189 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:12:39.765297 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:12:39.768176 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:12:39.771058 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:12:39.773971 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:13:39.834739 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:13:39.981304 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:13:39.984846 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:13:39.987781 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:13:39.990885 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:13:39.993884 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:13:39.996782 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:13:39.999532 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:13:40.003011 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:14:40.064473 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:14:40.226838 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:14:40.230329 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:14:40.233229 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:14:40.236507 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:14:40.239605 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:14:40.242478 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:14:40.246102 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:14:40.249130 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:15:40.307830 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:15:40.464579 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:15:40.468123 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:15:40.471118 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:15:40.474500 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:15:40.477433 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:15:40.480259 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:15:40.483060 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:15:40.485952 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:16:40.546962 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:16:40.709925 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:16:40.713247 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:16:40.716186 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:16:40.719300 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:16:40.722976 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:16:40.725800 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:16:40.728697 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:16:40.731561 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:17:40.794028 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:17:40.948082 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:17:40.953059 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:17:40.958252 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:17:40.962968 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:17:40.967420 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:17:40.970608 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:17:40.973455 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:17:40.976270 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:18:41.033991 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:18:41.189682 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:18:41.193245 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:18:41.196314 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:18:41.199422 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:18:41.202283 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:18:41.205120 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:18:41.207956 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:18:41.210765 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:19:41.274708 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:19:41.410838 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:19:41.414401 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:19:41.417379 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:19:41.420507 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:19:41.423498 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:19:41.426488 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:19:41.429343 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:19:41.432148 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:20:41.497842 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:20:41.674357 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:20:41.677911 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:20:41.680862 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:20:41.683927 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:20:41.686798 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:20:41.689678 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:20:41.692518 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:20:41.695336 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:21:41.761387 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:21:41.914845 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:21:41.918259 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:21:41.921292 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:21:41.924483 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:21:41.927359 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 15:21:41.930221 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 15:21:41.933047 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 15:21:41.936408 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 15:22:41.994155 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 15:22:42.133756 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 15:22:42.137404 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 15:22:42.140446 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 15:22:42.143597 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 15:22:42.147388 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
